MODEL,POINT,IID,STID,STSIZ,ROSIZ,NBO,DPY
Demo - Model 03,66,501411,WORKSHOP,,1,7.78E-06,6.82E-02
Demo - Model 03,66,501411,HOME BASE,1,,8.51E-08,6.82E-02
Demo - Model 03,66,501411,MAIN DEPOT,,,3.81E-04,6.82E-02
Demo - Model 03,66,501411,S_CARRIER,,,1.06E-08,8.52E-03
Demo - Model 03,66,501411,S_CRUISER,,,1.06E-08,8.52E-03
Demo - Model 03,66,501411,S_DESTROYER_01,,,1.06E-08,8.52E-03
Demo - Model 03,66,501411,S_DESTROYER_02,,,1.06E-08,8.52E-03
Demo - Model 03,66,501411,S_FRIGATE_01,,,1.06E-08,8.52E-03
Demo - Model 03,66,501411,S_FRIGATE_02,,,1.06E-08,8.52E-03
Demo - Model 03,66,501411,S_SUPPLY_SHIP_01,,,1.06E-08,8.52E-03
Demo - Model 03,66,501411,S_SUPPLY_SHIP_02,,,1.06E-08,8.52E-03
Demo - Model 03,66,501412,WORKSHOP,,1,2.45E-06,0.021480537
Demo - Model 03,66,501412,HOME BASE,1,,8.44E-09,0.021480537
Demo - Model 03,66,501412,MAIN DEPOT,,,1.20E-04,0.021480537
Demo - Model 03,66,501412,S_CARRIER,,,1.06E-09,0.002685067
Demo - Model 03,66,501412,S_CRUISER,,,1.06E-09,0.002685067
Demo - Model 03,66,501412,S_DESTROYER_01,,,1.06E-09,0.002685067
Demo - Model 03,66,501412,S_DESTROYER_02,,,1.06E-09,0.002685067
Demo - Model 03,66,501412,S_FRIGATE_01,,,1.06E-09,0.002685067
Demo - Model 03,66,501412,S_FRIGATE_02,,,1.06E-09,0.002685067
Demo - Model 03,66,501412,S_SUPPLY_SHIP_01,,,1.06E-09,0.002685067
Demo - Model 03,66,501412,S_SUPPLY_SHIP_02,,,1.06E-09,0.002685067
Demo - Model 03,66,501413,WORKSHOP,,1,4.76E-05,0.41722764
Demo - Model 03,66,501413,HOME BASE,1,,3.18E-06,0.41722764
Demo - Model 03,66,501413,MAIN DEPOT,,,0.002333808,0.41722764
Demo - Model 03,66,501413,S_CARRIER,,,3.98E-07,5.22E-02
Demo - Model 03,66,501413,S_CRUISER,,,3.98E-07,5.22E-02
Demo - Model 03,66,501413,S_DESTROYER_01,,,3.98E-07,5.22E-02
Demo - Model 03,66,501413,S_DESTROYER_02,,,3.98E-07,5.22E-02
Demo - Model 03,66,501413,S_FRIGATE_01,,,3.98E-07,5.22E-02
Demo - Model 03,66,501413,S_FRIGATE_02,,,3.98E-07,5.22E-02
Demo - Model 03,66,501413,S_SUPPLY_SHIP_01,,,3.98E-07,5.22E-02
Demo - Model 03,66,501413,S_SUPPLY_SHIP_02,,,3.98E-07,5.22E-02
Demo - Model 03,66,501414,HOME BASE,1,,1.09E-08,9.59E-02
Demo - Model 03,66,501414,MAIN DEPOT,,,0.000106717,7.19E-02
Demo - Model 03,66,501414,S_CARRIER,,,1.36E-09,0.011985195
Demo - Model 03,66,501414,S_CRUISER,,,1.36E-09,0.011985195
Demo - Model 03,66,501414,S_DESTROYER_01,,,1.36E-09,0.011985195
Demo - Model 03,66,501414,S_DESTROYER_02,,,1.36E-09,0.011985195
Demo - Model 03,66,501414,S_FRIGATE_01,,,1.36E-09,0.011985195
Demo - Model 03,66,501414,S_FRIGATE_02,,,1.36E-09,0.011985195
Demo - Model 03,66,501414,S_SUPPLY_SHIP_01,,,1.36E-09,0.011985195
Demo - Model 03,66,501414,S_SUPPLY_SHIP_02,,,1.36E-09,0.011985195
Demo - Model 03,66,50151,HOME BASE,1,,9.10E-09,8.75E-02
Demo - Model 03,66,50151,MAIN DEPOT,,,9.74E-05,6.57E-02
Demo - Model 03,66,50151,S_CARRIER,,,1.14E-09,0.010942697
Demo - Model 03,66,50151,S_CRUISER,,,1.14E-09,0.010942697
Demo - Model 03,66,50151,S_DESTROYER_01,,,1.14E-09,0.010942697
Demo - Model 03,66,50151,S_DESTROYER_02,,,1.14E-09,0.010942697
Demo - Model 03,66,50151,S_FRIGATE_01,,,1.14E-09,0.010942697
Demo - Model 03,66,50151,S_FRIGATE_02,,,1.14E-09,0.010942697
Demo - Model 03,66,50151,S_SUPPLY_SHIP_01,,,1.14E-09,0.010942697
Demo - Model 03,66,50151,S_SUPPLY_SHIP_02,,,1.14E-09,0.010942697
Demo - Model 03,66,50152,HOME BASE,,,1.57618E-05,0.010227645
Demo - Model 03,66,50152,MAIN DEPOT,,,1.13835E-05,7.67E-03
Demo - Model 03,66,50152,S_CARRIER,,,1.97E-06,0.001278456
Demo - Model 03,66,50152,S_CRUISER,,,1.97E-06,0.001278456
Demo - Model 03,66,50152,S_DESTROYER_01,,,1.97E-06,0.001278456
Demo - Model 03,66,50152,S_DESTROYER_02,,,1.97E-06,0.001278456
Demo - Model 03,66,50152,S_FRIGATE_01,,,1.97E-06,0.001278456
Demo - Model 03,66,50152,S_FRIGATE_02,,,1.97E-06,0.001278456
Demo - Model 03,66,50152,S_SUPPLY_SHIP_01,,,1.97E-06,0.001278456
Demo - Model 03,66,50152,S_SUPPLY_SHIP_02,,,1.97E-06,0.001278456
Demo - Model 03,66,50153,HOME BASE,,,0.000119328,7.74E-02
Demo - Model 03,66,50153,MAIN DEPOT,,,8.62E-05,5.81E-02
Demo - Model 03,66,50153,S_CARRIER,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50153,S_CRUISER,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50153,S_DESTROYER_01,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50153,S_DESTROYER_02,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50153,S_FRIGATE_01,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50153,S_FRIGATE_02,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50153,S_SUPPLY_SHIP_01,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50153,S_SUPPLY_SHIP_02,,,1.4916E-05,9.68E-03
Demo - Model 03,66,50211,HOME BASE,1,,4.70E-05,6.302993317
Demo - Model 03,66,50211,MAIN DEPOT,,,7.02E-03,4.727244988
Demo - Model 03,66,50211,S_CARRIER,,,5.88E-06,0.787874165
Demo - Model 03,66,50211,S_CRUISER,,,5.88E-06,0.787874165
Demo - Model 03,66,50211,S_DESTROYER_01,,,5.88E-06,0.787874165
Demo - Model 03,66,50211,S_DESTROYER_02,,,5.88E-06,0.787874165
Demo - Model 03,66,50211,S_FRIGATE_01,,,5.88E-06,0.787874165
Demo - Model 03,66,50211,S_FRIGATE_02,,,5.88E-06,0.787874165
Demo - Model 03,66,50211,S_SUPPLY_SHIP_01,,,5.88E-06,0.787874165
Demo - Model 03,66,50211,S_SUPPLY_SHIP_02,,,5.88E-06,0.787874165
Demo - Model 03,66,50212,WORKSHOP,,1,8.41E-05,0.73639038
Demo - Model 03,66,50212,HOME BASE,1,,9.91E-06,0.73639038
Demo - Model 03,66,50212,MAIN DEPOT,,,4.12E-03,0.73639038
Demo - Model 03,66,50212,S_CARRIER,,,1.24E-06,9.20E-02
Demo - Model 03,66,50212,S_CRUISER,,,1.24E-06,9.20E-02
Demo - Model 03,66,50212,S_DESTROYER_01,,,1.24E-06,9.20E-02
Demo - Model 03,66,50212,S_DESTROYER_02,,,1.24E-06,9.20E-02
Demo - Model 03,66,50212,S_FRIGATE_01,,,1.24E-06,9.20E-02
Demo - Model 03,66,50212,S_FRIGATE_02,,,1.24E-06,9.20E-02
Demo - Model 03,66,50212,S_SUPPLY_SHIP_01,,,1.24E-06,9.20E-02
Demo - Model 03,66,50212,S_SUPPLY_SHIP_02,,,1.24E-06,9.20E-02
Demo - Model 03,66,50213,HOME BASE,1,,3.68E-05,5.575016301
Demo - Model 03,66,50213,MAIN DEPOT,,,6.21E-03,4.181262226
Demo - Model 03,66,50213,S_CARRIER,,,4.60E-06,0.696877038
Demo - Model 03,66,50213,S_CRUISER,,,4.60E-06,0.696877038
Demo - Model 03,66,50213,S_DESTROYER_01,,,4.60E-06,0.696877038
Demo - Model 03,66,50213,S_DESTROYER_02,,,4.60E-06,0.696877038
Demo - Model 03,66,50213,S_FRIGATE_01,,,4.60E-06,0.696877038
Demo - Model 03,66,50213,S_FRIGATE_02,,,4.60E-06,0.696877038
Demo - Model 03,66,50213,S_SUPPLY_SHIP_01,,,4.60E-06,0.696877038
Demo - Model 03,66,50213,S_SUPPLY_SHIP_02,,,4.60E-06,0.696877038
Demo - Model 03,66,50221,HOME BASE,1,,1.58E-07,0.365102303
Demo - Model 03,66,50221,MAIN DEPOT,,,4.06E-04,0.273826727
Demo - Model 03,66,50221,S_CARRIER,,,1.98E-08,4.56E-02
Demo - Model 03,66,50221,S_CRUISER,,,1.98E-08,4.56E-02
Demo - Model 03,66,50221,S_DESTROYER_01,,,1.98E-08,4.56E-02
Demo - Model 03,66,50221,S_DESTROYER_02,,,1.98E-08,4.56E-02
Demo - Model 03,66,50221,S_FRIGATE_01,,,1.98E-08,4.56E-02
Demo - Model 03,66,50221,S_FRIGATE_02,,,1.98E-08,4.56E-02
Demo - Model 03,66,50221,S_SUPPLY_SHIP_01,,,1.98E-08,4.56E-02
Demo - Model 03,66,50221,S_SUPPLY_SHIP_02,,,1.98E-08,4.56E-02
Demo - Model 03,66,50222,HOME BASE,,,6.57E-05,4.27E-02
Demo - Model 03,66,50222,MAIN DEPOT,,,4.75E-05,3.20E-02
Demo - Model 03,66,50222,S_CARRIER,,,8.22E-06,5.33E-03
Demo - Model 03,66,50222,S_CRUISER,,,8.22E-06,5.33E-03
Demo - Model 03,66,50222,S_DESTROYER_01,,,8.22E-06,5.33E-03
Demo - Model 03,66,50222,S_DESTROYER_02,,,8.22E-06,5.33E-03
Demo - Model 03,66,50222,S_FRIGATE_01,,,8.22E-06,5.33E-03
Demo - Model 03,66,50222,S_FRIGATE_02,,,8.22E-06,5.33E-03
Demo - Model 03,66,50222,S_SUPPLY_SHIP_01,,,8.22E-06,5.33E-03
Demo - Model 03,66,50222,S_SUPPLY_SHIP_02,,,8.22E-06,5.33E-03
Demo - Model 03,66,50223,HOME BASE,,,4.98E-04,0.322934071
Demo - Model 03,66,50223,MAIN DEPOT,,,3.59E-04,0.242200553
Demo - Model 03,66,50223,S_CARRIER,,,6.22E-05,4.04E-02
Demo - Model 03,66,50223,S_CRUISER,,,6.22E-05,4.04E-02
Demo - Model 03,66,50223,S_DESTROYER_01,,,6.22E-05,4.04E-02
Demo - Model 03,66,50223,S_DESTROYER_02,,,6.22E-05,4.04E-02
Demo - Model 03,66,50223,S_FRIGATE_01,,,6.22E-05,4.04E-02
Demo - Model 03,66,50223,S_FRIGATE_02,,,6.22E-05,4.04E-02
Demo - Model 03,66,50223,S_SUPPLY_SHIP_01,,,6.22E-05,4.04E-02
Demo - Model 03,66,50223,S_SUPPLY_SHIP_02,,,6.22E-05,4.04E-02
Demo - Model 03,66,50224,WORKSHOP,,1,1.32E-05,0.115802083
Demo - Model 03,66,50224,HOME BASE,1,,2.45E-07,0.115802083
Demo - Model 03,66,50224,MAIN DEPOT,,,6.48E-04,0.115802083
Demo - Model 03,66,50224,S_CARRIER,,,3.07E-08,0.01447526
Demo - Model 03,66,50224,S_CRUISER,,,3.07E-08,0.01447526
Demo - Model 03,66,50224,S_DESTROYER_01,,,3.07E-08,0.01447526
Demo - Model 03,66,50224,S_DESTROYER_02,,,3.07E-08,0.01447526
Demo - Model 03,66,50224,S_FRIGATE_01,,,3.07E-08,0.01447526
Demo - Model 03,66,50224,S_FRIGATE_02,,,3.07E-08,0.01447526
Demo - Model 03,66,50224,S_SUPPLY_SHIP_01,,,3.07E-08,0.01447526
Demo - Model 03,66,50224,S_SUPPLY_SHIP_02,,,3.07E-08,0.01447526
Demo - Model 03,66,50225,HOME BASE,1,,6.73E-08,0.238141311
Demo - Model 03,66,50225,MAIN DEPOT,,,0.000265055,0.178605983
Demo - Model 03,66,50225,S_CARRIER,,,8.42E-09,2.98E-02
Demo - Model 03,66,50225,S_CRUISER,,,8.42E-09,2.98E-02
Demo - Model 03,66,50225,S_DESTROYER_01,,,8.42E-09,2.98E-02
Demo - Model 03,66,50225,S_DESTROYER_02,,,8.42E-09,2.98E-02
Demo - Model 03,66,50225,S_FRIGATE_01,,,8.42E-09,2.98E-02
Demo - Model 03,66,50225,S_FRIGATE_02,,,8.42E-09,2.98E-02
Demo - Model 03,66,50225,S_SUPPLY_SHIP_01,,,8.42E-09,2.98E-02
Demo - Model 03,66,50225,S_SUPPLY_SHIP_02,,,8.42E-09,2.98E-02
Demo - Model 03,66,50226,HOME BASE,,,6.37E-05,4.13E-02
Demo - Model 03,66,50226,MAIN DEPOT,,,4.60E-05,3.10E-02
Demo - Model 03,66,50226,S_CARRIER,,,7.96E-06,5.16E-03
Demo - Model 03,66,50226,S_CRUISER,,,7.96E-06,5.16E-03
Demo - Model 03,66,50226,S_DESTROYER_01,,,7.96E-06,5.16E-03
Demo - Model 03,66,50226,S_DESTROYER_02,,,7.96E-06,5.16E-03
Demo - Model 03,66,50226,S_FRIGATE_01,,,7.96E-06,5.16E-03
Demo - Model 03,66,50226,S_FRIGATE_02,,,7.96E-06,5.16E-03
Demo - Model 03,66,50226,S_SUPPLY_SHIP_01,,,7.96E-06,5.16E-03
Demo - Model 03,66,50226,S_SUPPLY_SHIP_02,,,7.96E-06,5.16E-03
Demo - Model 03,66,50227,HOME BASE,1,,9.02E-08,0.27565699
Demo - Model 03,66,50227,MAIN DEPOT,,,3.07E-04,0.206742743
Demo - Model 03,66,50227,S_CARRIER,,,1.13E-08,3.45E-02
Demo - Model 03,66,50227,S_CRUISER,,,1.13E-08,3.45E-02
Demo - Model 03,66,50227,S_DESTROYER_01,,,1.13E-08,3.45E-02
Demo - Model 03,66,50227,S_DESTROYER_02,,,1.13E-08,3.45E-02
Demo - Model 03,66,50227,S_FRIGATE_01,,,1.13E-08,3.45E-02
Demo - Model 03,66,50227,S_FRIGATE_02,,,1.13E-08,3.45E-02
Demo - Model 03,66,50227,S_SUPPLY_SHIP_01,,,1.13E-08,3.45E-02
Demo - Model 03,66,50227,S_SUPPLY_SHIP_02,,,1.13E-08,3.45E-02
Demo - Model 03,66,50231,HOME BASE,1,,1.23E-05,3.219288749
Demo - Model 03,66,50231,MAIN DEPOT,,,3.58E-03,2.414466562
Demo - Model 03,66,50231,S_CARRIER,,,1.54E-06,0.402411094
Demo - Model 03,66,50231,S_CRUISER,,,1.54E-06,0.402411094
Demo - Model 03,66,50231,S_DESTROYER_01,,,1.54E-06,0.402411094
Demo - Model 03,66,50231,S_DESTROYER_02,,,1.54E-06,0.402411094
Demo - Model 03,66,50231,S_FRIGATE_01,,,1.54E-06,0.402411094
Demo - Model 03,66,50231,S_FRIGATE_02,,,1.54E-06,0.402411094
Demo - Model 03,66,50231,S_SUPPLY_SHIP_01,,,1.54E-06,0.402411094
Demo - Model 03,66,50231,S_SUPPLY_SHIP_02,,,1.54E-06,0.402411094
Demo - Model 03,66,50232,HOME BASE,1,,1.51E-06,1.128346398
Demo - Model 03,66,50232,MAIN DEPOT,,,0.001255865,0.846259798
Demo - Model 03,66,50232,S_CARRIER,,,1.89E-07,0.1410433
Demo - Model 03,66,50232,S_CRUISER,,,1.89E-07,0.1410433
Demo - Model 03,66,50232,S_DESTROYER_01,,,1.89E-07,0.1410433
Demo - Model 03,66,50232,S_DESTROYER_02,,,1.89E-07,0.1410433
Demo - Model 03,66,50232,S_FRIGATE_01,,,1.89E-07,0.1410433
Demo - Model 03,66,50232,S_FRIGATE_02,,,1.89E-07,0.1410433
Demo - Model 03,66,50232,S_SUPPLY_SHIP_01,,,1.89E-07,0.1410433
Demo - Model 03,66,50232,S_SUPPLY_SHIP_02,,,1.89E-07,0.1410433
Demo - Model 03,66,50233,HOME BASE,1,,9.61E-06,2.847470456
Demo - Model 03,66,50233,MAIN DEPOT,,,3.17E-03,2.135602842
Demo - Model 03,66,50233,S_CARRIER,,,1.20E-06,0.355933807
Demo - Model 03,66,50233,S_CRUISER,,,1.20E-06,0.355933807
Demo - Model 03,66,50233,S_DESTROYER_01,,,1.20E-06,0.355933807
Demo - Model 03,66,50233,S_DESTROYER_02,,,1.20E-06,0.355933807
Demo - Model 03,66,50233,S_FRIGATE_01,,,1.20E-06,0.355933807
Demo - Model 03,66,50233,S_FRIGATE_02,,,1.20E-06,0.355933807
Demo - Model 03,66,50233,S_SUPPLY_SHIP_01,,,1.20E-06,0.355933807
Demo - Model 03,66,50233,S_SUPPLY_SHIP_02,,,1.20E-06,0.355933807
Demo - Model 03,66,50234,WORKSHOP,,1,4.66E-04,4.084338446
Demo - Model 03,66,50234,HOME BASE,2,,2.48E-06,4.084338446
Demo - Model 03,66,50234,MAIN DEPOT,,,2.28E-02,4.084338446
Demo - Model 03,66,50234,S_CARRIER,,,3.11E-07,0.510542306
Demo - Model 03,66,50234,S_CRUISER,,,3.11E-07,0.510542306
Demo - Model 03,66,50234,S_DESTROYER_01,,,3.11E-07,0.510542306
Demo - Model 03,66,50234,S_DESTROYER_02,,,3.11E-07,0.510542306
Demo - Model 03,66,50234,S_FRIGATE_01,,,3.11E-07,0.510542306
Demo - Model 03,66,50234,S_FRIGATE_02,,,3.11E-07,0.510542306
Demo - Model 03,66,50234,S_SUPPLY_SHIP_01,,,3.11E-07,0.510542306
Demo - Model 03,66,50234,S_SUPPLY_SHIP_02,,,3.11E-07,0.510542306
Demo - Model 03,66,50235,HOME BASE,1,,2.09E-05,4.199620981
Demo - Model 03,66,50235,MAIN DEPOT,,,4.67E-03,3.149715735
Demo - Model 03,66,50235,S_CARRIER,,,2.61E-06,0.524952623
Demo - Model 03,66,50235,S_CRUISER,,,2.61E-06,0.524952623
Demo - Model 03,66,50235,S_DESTROYER_01,,,2.61E-06,0.524952623
Demo - Model 03,66,50235,S_DESTROYER_02,,,2.61E-06,0.524952623
Demo - Model 03,66,50235,S_FRIGATE_01,,,2.61E-06,0.524952623
Demo - Model 03,66,50235,S_FRIGATE_02,,,2.61E-06,0.524952623
Demo - Model 03,66,50235,S_SUPPLY_SHIP_01,,,2.61E-06,0.524952623
Demo - Model 03,66,50235,S_SUPPLY_SHIP_02,,,2.61E-06,0.524952623
Demo - Model 03,66,50236,WORKSHOP,,1,4.16E-05,0.364230227
Demo - Model 03,66,50236,HOME BASE,1,,2.43E-06,0.364230227
Demo - Model 03,66,50236,MAIN DEPOT,,,2.04E-03,0.364230227
Demo - Model 03,66,50236,S_CARRIER,,,3.03E-07,4.55E-02
Demo - Model 03,66,50236,S_CRUISER,,,3.03E-07,4.55E-02
Demo - Model 03,66,50236,S_DESTROYER_01,,,3.03E-07,4.55E-02
Demo - Model 03,66,50236,S_DESTROYER_02,,,3.03E-07,4.55E-02
Demo - Model 03,66,50236,S_FRIGATE_01,,,3.03E-07,4.55E-02
Demo - Model 03,66,50236,S_FRIGATE_02,,,3.03E-07,4.55E-02
Demo - Model 03,66,50236,S_SUPPLY_SHIP_01,,,3.03E-07,4.55E-02
Demo - Model 03,66,50236,S_SUPPLY_SHIP_02,,,3.03E-07,4.55E-02
Demo - Model 03,66,50241,HOME BASE,1,,1.93E-07,0.403017125
Demo - Model 03,66,50241,MAIN DEPOT,,,4.49E-04,0.302262843
Demo - Model 03,66,50241,S_CARRIER,,,2.41E-08,5.04E-02
Demo - Model 03,66,50241,S_CRUISER,,,2.41E-08,5.04E-02
Demo - Model 03,66,50241,S_DESTROYER_01,,,2.41E-08,5.04E-02
Demo - Model 03,66,50241,S_DESTROYER_02,,,2.41E-08,5.04E-02
Demo - Model 03,66,50241,S_FRIGATE_01,,,2.41E-08,5.04E-02
Demo - Model 03,66,50241,S_FRIGATE_02,,,2.41E-08,5.04E-02
Demo - Model 03,66,50241,S_SUPPLY_SHIP_01,,,2.41E-08,5.04E-02
Demo - Model 03,66,50241,S_SUPPLY_SHIP_02,,,2.41E-08,5.04E-02
Demo - Model 03,66,50242,HOME BASE,,,7.26E-05,4.71E-02
Demo - Model 03,66,50242,MAIN DEPOT,,,5.24E-05,3.53E-02
Demo - Model 03,66,50242,S_CARRIER,,,9.07E-06,5.89E-03
Demo - Model 03,66,50242,S_CRUISER,,,9.07E-06,5.89E-03
Demo - Model 03,66,50242,S_DESTROYER_01,,,9.07E-06,5.89E-03
Demo - Model 03,66,50242,S_DESTROYER_02,,,9.07E-06,5.89E-03
Demo - Model 03,66,50242,S_FRIGATE_01,,,9.07E-06,5.89E-03
Demo - Model 03,66,50242,S_FRIGATE_02,,,9.07E-06,5.89E-03
Demo - Model 03,66,50242,S_SUPPLY_SHIP_01,,,9.07E-06,5.89E-03
Demo - Model 03,66,50242,S_SUPPLY_SHIP_02,,,9.07E-06,5.89E-03
Demo - Model 03,66,50243,WORKSHOP,,1,4.07E-05,0.356469843
Demo - Model 03,66,50243,HOME BASE,1,,2.32E-06,0.356469843
Demo - Model 03,66,50243,MAIN DEPOT,,,0.001993952,0.356469843
Demo - Model 03,66,50243,S_CARRIER,,,2.91E-07,4.46E-02
Demo - Model 03,66,50243,S_CRUISER,,,2.91E-07,4.46E-02
Demo - Model 03,66,50243,S_DESTROYER_01,,,2.91E-07,4.46E-02
Demo - Model 03,66,50243,S_DESTROYER_02,,,2.91E-07,4.46E-02
Demo - Model 03,66,50243,S_FRIGATE_01,,,2.91E-07,4.46E-02
Demo - Model 03,66,50243,S_FRIGATE_02,,,2.91E-07,4.46E-02
Demo - Model 03,66,50243,S_SUPPLY_SHIP_01,,,2.91E-07,4.46E-02
Demo - Model 03,66,50243,S_SUPPLY_SHIP_02,,,2.91E-07,4.46E-02
Demo - Model 03,66,50244,HOME BASE,,,0.000196995,0.127827796
Demo - Model 03,66,50244,MAIN DEPOT,,,0.000142274,9.59E-02
Demo - Model 03,66,50244,S_CARRIER,,,2.46244E-05,0.015978474
Demo - Model 03,66,50244,S_CRUISER,,,2.46244E-05,0.015978474
Demo - Model 03,66,50244,S_DESTROYER_01,,,2.46244E-05,0.015978474
Demo - Model 03,66,50244,S_DESTROYER_02,,,2.46244E-05,0.015978474
Demo - Model 03,66,50244,S_FRIGATE_01,,,2.46244E-05,0.015978474
Demo - Model 03,66,50244,S_FRIGATE_02,,,2.46244E-05,0.015978474
Demo - Model 03,66,50244,S_SUPPLY_SHIP_01,,,2.46244E-05,0.015978474
Demo - Model 03,66,50244,S_SUPPLY_SHIP_02,,,2.46244E-05,0.015978474
Demo - Model 03,66,60111,HOME BASE,1,,7.81E-05,8.126220401
Demo - Model 03,66,60111,MAIN DEPOT,,,9.04E-03,6.0946653
Demo - Model 03,66,60111,S_CARRIER,,,9.76E-06,1.01577755
Demo - Model 03,66,60111,S_CRUISER,,,9.76E-06,1.01577755
Demo - Model 03,66,60111,S_DESTROYER_01,,,9.76E-06,1.01577755
Demo - Model 03,66,60111,S_DESTROYER_02,,,9.76E-06,1.01577755
Demo - Model 03,66,60111,S_FRIGATE_01,,,9.76E-06,1.01577755
Demo - Model 03,66,60111,S_FRIGATE_02,,,9.76E-06,1.01577755
Demo - Model 03,66,60111,S_SUPPLY_SHIP_01,,,9.76E-06,1.01577755
Demo - Model 03,66,60111,S_SUPPLY_SHIP_02,,,9.76E-06,1.01577755
Demo - Model 03,66,60112,WORKSHOP,,1,1.08E-04,0.949401376
Demo - Model 03,66,60112,HOME BASE,1,,1.65E-05,0.949401376
Demo - Model 03,66,60112,MAIN DEPOT,,,5.31E-03,0.949401376
Demo - Model 03,66,60112,S_CARRIER,,,2.06E-06,0.118675172
Demo - Model 03,66,60112,S_CRUISER,,,2.06E-06,0.118675172
Demo - Model 03,66,60112,S_DESTROYER_01,,,2.06E-06,0.118675172
Demo - Model 03,66,60112,S_DESTROYER_02,,,2.06E-06,0.118675172
Demo - Model 03,66,60112,S_FRIGATE_01,,,2.06E-06,0.118675172
Demo - Model 03,66,60112,S_FRIGATE_02,,,2.06E-06,0.118675172
Demo - Model 03,66,60112,S_SUPPLY_SHIP_01,,,2.06E-06,0.118675172
Demo - Model 03,66,60112,S_SUPPLY_SHIP_02,,,2.06E-06,0.118675172
Demo - Model 03,66,60113,HOME BASE,1,,2.44E-04,14.37533214
Demo - Model 03,66,60113,MAIN DEPOT,,,0.015999942,10.7814991
Demo - Model 03,66,60113,S_CARRIER,,,3.04E-05,1.796916517
Demo - Model 03,66,60113,S_CRUISER,,,3.04E-05,1.796916517
Demo - Model 03,66,60113,S_DESTROYER_01,,,3.04E-05,1.796916517
Demo - Model 03,66,60113,S_DESTROYER_02,,,3.04E-05,1.796916517
Demo - Model 03,66,60113,S_FRIGATE_01,,,3.04E-05,1.796916517
Demo - Model 03,66,60113,S_FRIGATE_02,,,3.04E-05,1.796916517
Demo - Model 03,66,60113,S_SUPPLY_SHIP_01,,,3.04E-05,1.796916517
Demo - Model 03,66,60113,S_SUPPLY_SHIP_02,,,3.04E-05,1.796916517
Demo - Model 03,66,60114,HOME BASE,1,,7.88E-06,2.577450876
Demo - Model 03,66,60114,MAIN DEPOT,,,2.87E-03,1.933088157
Demo - Model 03,66,60114,S_CARRIER,,,9.85E-07,0.322181359
Demo - Model 03,66,60114,S_CRUISER,,,9.85E-07,0.322181359
Demo - Model 03,66,60114,S_DESTROYER_01,,,9.85E-07,0.322181359
Demo - Model 03,66,60114,S_DESTROYER_02,,,9.85E-07,0.322181359
Demo - Model 03,66,60114,S_FRIGATE_01,,,9.85E-07,0.322181359
Demo - Model 03,66,60114,S_FRIGATE_02,,,9.85E-07,0.322181359
Demo - Model 03,66,60114,S_SUPPLY_SHIP_01,,,9.85E-07,0.322181359
Demo - Model 03,66,60114,S_SUPPLY_SHIP_02,,,9.85E-07,0.322181359
Demo - Model 03,66,60115,HOME BASE,1,,3.33E-05,5.300401478
Demo - Model 03,66,60115,MAIN DEPOT,,,5.90E-03,3.975301108
Demo - Model 03,66,60115,S_CARRIER,,,4.16E-06,0.662550185
Demo - Model 03,66,60115,S_CRUISER,,,4.16E-06,0.662550185
Demo - Model 03,66,60115,S_DESTROYER_01,,,4.16E-06,0.662550185
Demo - Model 03,66,60115,S_DESTROYER_02,,,4.16E-06,0.662550185
Demo - Model 03,66,60115,S_FRIGATE_01,,,4.16E-06,0.662550185
Demo - Model 03,66,60115,S_FRIGATE_02,,,4.16E-06,0.662550185
Demo - Model 03,66,60115,S_SUPPLY_SHIP_01,,,4.16E-06,0.662550185
Demo - Model 03,66,60115,S_SUPPLY_SHIP_02,,,4.16E-06,0.662550185
Demo - Model 03,66,60116,WORKSHOP,,1,0.000104954,0.91940032
Demo - Model 03,66,60116,HOME BASE,1,,1.54E-05,0.91940032
Demo - Model 03,66,60116,MAIN DEPOT,,,5.14E-03,0.91940032
Demo - Model 03,66,60116,S_CARRIER,,,1.93E-06,0.11492504
Demo - Model 03,66,60116,S_CRUISER,,,1.93E-06,0.11492504
Demo - Model 03,66,60116,S_DESTROYER_01,,,1.93E-06,0.11492504
Demo - Model 03,66,60116,S_DESTROYER_02,,,1.93E-06,0.11492504
Demo - Model 03,66,60116,S_FRIGATE_01,,,1.93E-06,0.11492504
Demo - Model 03,66,60116,S_FRIGATE_02,,,1.93E-06,0.11492504
Demo - Model 03,66,60116,S_SUPPLY_SHIP_01,,,1.93E-06,0.11492504
Demo - Model 03,66,60116,S_SUPPLY_SHIP_02,,,1.93E-06,0.11492504
Demo - Model 03,66,60117,WORKSHOP,,1,0.002101165,18.40620649
Demo - Model 03,66,60117,HOME BASE,3,,6.00E-06,18.40620649
Demo - Model 03,66,60117,MAIN DEPOT,,,0.102957091,18.40620649
Demo - Model 03,66,60117,S_CARRIER,,,7.49E-07,2.300775811
Demo - Model 03,66,60117,S_CRUISER,,,7.49E-07,2.300775811
Demo - Model 03,66,60117,S_DESTROYER_01,,,7.49E-07,2.300775811
